GEOID,2011,2012,2013,2014,2015,2016,2017,2018
06025,0.006641407937626,0.00601012163196,0,0,0,0,0.002335967539327,0
06061,0.02888830352899,0.297597780536874,2.883613428916744,0.062483880489427,0.087825880323289,0.04630442673058,0.007633977636576,0.201891525229995
06109,0.071981044779959,0.075079447786253,17.224873627211338,0.002587185045176,0.050030429719019,0.084380338880786,0.293559364133699,0.068971273492336
06111,0.01515896076849,0.114622419390555,2.292564624131813,0.004040443355439,0.178098089014336,0.211211189554334,19.744908083976046,3.309588781573533
06103,0,0.091378024731306,0.971780617744752,0.045609477865034,0.018431290803419,0.058802689663082,0.025500665524742,0.593668530801976
06049,0.231861520062288,1.699836484632602,0.008450135357929,0.596799320437486,0.184370402822166,0.098350082807106,3.437070136608427,1.567202054566287
06087,0,0,0,0,0,0.003022753100685,0.110921758477898,0.008625550446641
06105,0.072848284180455,0.307206581775378,0.041905576012043,0.025011320956755,8.907611503264564,1.7768658076e-4,1.951099572012521,1.529983825245544
06029,1.988285383007119,0.091330147229035,0.072078410180039,0.163296139084468,0.002675236609643,0.975160816098045,0.130582634933287,0.086981001949549
06071,0.033954563724338,0.003132891791686,0.022830450204282,1.65089896308e-4,0.035336883125085,0.352628020379086,0.030448137654129,0.012473348128721
06017,0.055598158066618,0.003875384093156,0.052623619593232,0,0.009278843125863,0.50482588109966,0.088032489813214,0.044918438142536
06067,0,0,0,0,0.06555192727723,0.024936921777068,0.205795822088787,0.023676093688251
06007,0.004489748797437,0.024775087720921,0.067534342015903,0.066514210318707,0.227422534857595,0.139525044930521,2.116014970949627,14.423603047065921
06015,0.003179214955605,0,0.001553900830747,7.6351417673e-5,3.803758466043506,0,3.35564055884564,0.716091439326389
06065,0.062182008887822,0.155466958285376,1.140596983686011,0.003806267445436,0.040138035929128,0.037240596743574,0.332649456338426,0.659965600511703
