OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,GlobalID,SHAPE_Length,SHAPE_Area
5879,1983,CA,CDF,FKU,FK 4783,00004783,1983/07/12 00:00:00,,14,,,323.40002,,1,00011050,{78F6F22B-3A14-47BB-A47A-7680C719A49B},7653.35875176823,2033754.50245157
5880,1983,CA,CDF,TUU,MUD SPRINGS,00002273,1983/06/08 00:00:00,,7,,,284.85364,,1,00000050,{4836FF1B-331E-48F3-9B56-2ABA7EA851D3},5377.18949233379,1786353.75533524
5881,1983,CA,CDF,MVU,ASSIST #28,00000000,1983/08/14 00:00:00,,14,,,679.82062,,1,000095.1,{2D391F9E-7640-4EC7-B46F-DADEC879A9FD},8914.25653960689,3952239.13925906
5882,1983,CA,USF,CNF,FLINN,00000000,1983/08/03 00:00:00,,9,,,114.40736,,1,00000013,{5F454F14-7D06-430D-AE86-845CD56E27C0},3716.53246734559,655407.073652894
5883,1983,CA,CDF,MVU,MARRON,00001284,1983/08/06 00:00:00,,14,,,374.72574,,1,00000435,{ED31CE02-7D48-40D5-B43A-73ACE49B2096},6129.14924329156,2141742.07859804
5884,1983,CA,CDF,MVU,ASSIST #38,00001577,1983/09/13 00:00:00,,14,,,351.31982,,1,00000582,{6313BC58-53B4-4569-9F60-B447A1F41FBF},5262.53918459509,2045727.2135573
5885,1983,CA,CDF,MVU,CARRIZO,00000748,1983/06/18 00:00:00,,2,,,694.50977,,1,00000163,{F2B81BDE-B888-4098-B275-B89548BC7020},14880.0880223294,3986932.94822968
5886,1983,CA,USF,BDF, ,00000000,1983/07/18 00:00:00,1983/07/19 00:00:00,7,,225,250.87842,8,1,00000055,{CE91412D-A23F-4A55-8E74-A4242B653277},4564.5296635586,1479598.68933212
5887,1983,CA,USF,BDF,BANNING,00000000,1983/07/23 00:00:00,1983/07/26 00:00:00,7,,2597,3136.8459,8,1,00000061,{74177D65-8C3D-4601-A3BE-2ED86C758789},24170.5730802167,18473835.3039109
5888,1983,CA,USF,BDF,SNOW CREEK,00000000,1983/05/25 00:00:00,1983/05/28 00:00:00,2,,4075,3969.7932,8,1,00000010,{8433E3F1-3FC7-49C5-AF09-2D7BF217E4C7},25993.5880687933,23366664.6485613
5889,1983,CA,USF,BDF, ,00000000,,,14,,,9.6227493,,1,00000000,{2ECE6DC1-6F69-4209-BEB1-8800F76F7AC8},874.978372513817,56619.9388304069
5890,1983,CA,USF,BDF, ,00000000,,,14,,,9.5350723,,1,00000000,{43F6858A-2C90-4553-B055-FF3BA9F3ADC4},1018.74730268394,56018.9549685843
5891,1999,CA,CDF,FKU,RIFLE,00006509,1999/07/02 00:00:00,,11,,,18.090988,,1,00000122,{4C135529-96EA-4F7E-A3C3-8CBFF3A97F50},1744.47883625532,114817.661296778
5892,1999,CA,CDF,FKU,TIVY,00008800,1999/08/26 00:00:00,,1,,,325.90448,,1,00000172,{0F0326A2-8229-422D-8E12-65BE8C363C02},7024.67324138498,2060448.5426821
5893,1930,CA,USF,LPF,CASTRO CYN,00000000,1930/09/02 00:00:00,,3,,,515.14709,,1,00000011,{8A7DC570-AB25-402B-AC20-9124CF5A4E50},7355.10043067669,3101316.32104064
5894,1931,CA,USF,LPF,CASTRO CYN,00000000,1931/08/25 00:00:00,,3,,,1185.8282,,1,00000012,{4650CDFD-C17C-48F4-AB11-7054762A0EE6},11479.5785362653,7137279.04770473
5895,1944,CA,CCO,SBC,GAVIOTA,00000000,1944/08/25 00:00:00,,3,,,792.37463,,1,00000000,{D57A0C77-B98A-4332-AA9D-FDB82800EF5D},9765.34627324858,4730987.81503144
5896,1965,CA,USF,LPF,RANCHO,00000000,1965/08/15 00:00:00,,1,,,187.26602,,1,00000200,{3982EE8D-B6FA-410D-8E7C-1761FF077429},3977.45943114995,1123205.73796841
5897,1968,CA,CCO,SBC,JOSE,00000000,1968/06/21 00:00:00,,7,,,49.740047,,1,00000000,{F313CFF7-0609-41D4-90B1-388590C280A8},2104.89276991517,296875.348299919
5898,1979,CA,CCO,SBC,ZACA STATION #2,00000000,1979/07/25 00:00:00,,14,,,243.0882,,1,00000000,{EF09D6B9-DF05-4636-8309-9FBC17691E53},7157.9762330113,1458804.2438311
5899,1979,CA,CCO,SBC,ZACA STATION #1,00000000,1979/07/17 00:00:00,,14,,,580.37817,,1,00000000,{5D6ACAA4-44C8-4988-91D7-053FCF1DF774},9590.82837183516,3482100.54762722
5900,1979,CA,CCO,SBC,EAGLE CANYON,00000000,1979/09/18 00:00:00,,9,,,3764.5227,,1,00000063,{3F25C0D8-90AD-4CE7-BB4E-DFF8D8195EC9},28885.5720910856,22460443.102186
5901,1979,CA,CCO,SBC,RANCHO FELECIA,00000000,1979/06/22 00:00:00,,14,,,914.61523,,1,00000000,{B800D016-3184-4131-BB35-6D359C175B92},11812.2717548899,5480557.40215254
5902,1980,CA,USF,LPF,RAINBOW,00000000,1980/07/27 00:00:00,1980/07/30 00:00:00,1,,570,854.49359,8,1,00000029,{B6E5DFF7-0E3F-4C7F-8FFF-FF86DDD05659},9750.11766058621,5139970.90469889
5903,1981,CA,CCO,SBC,GAVIOTA,00000000,1981/07/11 00:00:00,,7,,,90.124809,,1,00000000,{F788627E-C395-4D24-AC0C-7DB00C0D357E},4066.93250109757,537973.59400023
5904,1983,CA,CCO,SBC,HANDELAS,00000000,1983/06/07 00:00:00,,9,,,486.5864,,1,00000000,{2507E6CF-414D-49AE-A79F-572C104EFF5A},7272.48874051917,2932802.84940105
5905,1984,CA,CCO,SBC,CAT,00000000,1984/05/25 00:00:00,,14,,,1011.501,,1,00000000,{1EE9EE48-9BA2-4439-A7CD-D4397F0782C4},9518.97043913379,6078830.87670248
5906,1990,CA,USF,LPF,PAINT,00000000,1990/06/27 00:00:00,1990/07/03 00:00:00,7,,4267,4424.8823,8,1,00000024,{2A0C705F-864F-469F-989A-94670E1D32E5},29643.4238452979,26407817.6860337
5907,1993,CA,CCO,SBC,YARD,00000000,1993/07/27 00:00:00,,14,,,331.22989,,1,00000000,{F30BF2C5-A051-40A5-86FB-0BB9EAD586BF},6593.63990524456,2000358.18739665
5908,1993,CA,CCO,SBC,CEBRIAN,00000000,1993/08/17 00:00:00,,14,,,645.16248,,1,00000000,{F6A24DE9-766D-4BDF-BF59-E1508719C4D5},8874.27483324932,3893321.292062
5909,1997,CA,CCO,SBC,SANTA ROSA,00000000,1997/08/20 00:00:00,,14,,,3074.2454,,1,00000000,{6BBCD9BC-AC90-4980-8A02-DC380A27B1DE},29320.3976025373,18419948.5575939
5910,1997,CA,CCO,SBC,JANEWAY (SPOT),00000000,1997/05/23 00:00:00,,2,,,3.2297359,,1,00000000,{FD525893-99E6-44BD-95A9-AB99ECB1D0C4},940.582377104574,19345.6322096061
5911,1931,CA,USF,SRF,O'BRIEN,00000000,1931/06/11 00:00:00,,9,,,6.9702959,,1,00300016,{EA1AD4BF-6E3F-47BE-852F-CFA6EA7FEAC4},789.745675706906,49505.9970073811
5912,1931,CA,USF,SRF,OAK FLAT,00000000,1931/08/04 00:00:00,,3,,,2.4894476,,1,00300021,{9772CF00-88A4-4D0A-A126-9EB9FB8F9BC1},471.180481618999,17622.1043727619
5913,1931,CA,USF,SRF,CAMPBELL CREEK,00000000,1931/08/05 00:00:00,,14,,,199.14964,,1,00300022,{4ADD1F65-1637-4572-A3E9-4FE13209436C},4224.03444745676,1416244.44731514
5914,1931,CA,USF,SRF,SHARBER SLOUGH,00000000,1931/08/12 00:00:00,,5,,,99.576683,,1,00300025,{10953EDA-C019-4DF9-ADF1-A0DF60ECF407},2982.76253566928,706188.525811194
5915,1931,CA,USF,SRF,THREE CREEK,00000000,1931/08/18 00:00:00,,5,,,9.9573641,,1,00300030,{CF9FC3B5-9467-44D0-A517-70B809A74FB8},943.852896467033,70711.8052225923
5916,1931,CA,USF,SRF,HALL CREEK,00000000,1931/08/10 00:00:00,,4,,,124.47433,,1,00400625,{7BB35110-D803-400F-8E1D-A7610706E593},3290.54396749731,859446.216905489
5917,1931,CA,USF,SRF,JEANS RANCH,00000000,1931/09/12 00:00:00,,9,,,238.98315,,1,00400626,{6241FC20-0D65-4FAB-9C3D-6D892740B11F},4573.73161672155,1660445.083523
5918,1932,CA,USF,SNF, ,00000000,,,14,,,7390.8188,,1,00000002,{AFBCF378-8CEE-413D-A480-DA51628580D1},34402.2535373286,46990229.1823357
5919,1932,CA,USF,SNF, ,00000000,,,9,,,43.872684,,1,00000003,{CE32E3B7-06A0-440A-9408-6F18AC74453E},2078.07457051922,283030.053980313
5920,1932,CA,USF,SNF, ,00000000,,,9,,,31.554935,,1,00000004,{459216F1-8D73-4E98-816F-125288AFD5AF},1699.74901577081,203453.064545104
5921,1932,CA,USF,SNF, ,00000000,,,14,,,65.540291,,1,00000005,{0BB3B9B5-4FA8-47EC-9EAD-DAFC002B4F10},2467.87821219045,422554.68633187
5922,1932,CA,USF,SRF,N/A,00000000,1932/08/22 00:00:00,,1,,,4.9785633,,1,00000170,{F5021555-322A-4316-A179-A6368E3958EA},678.047322799533,36492.5258195919
5923,1932,CA,USF,SRF,N/A,00000000,1932/09/01 00:00:00,,5,,,54.765247,,1,00000172,{A2757EE0-4261-41DC-948A-3D579C668D06},2248.17519756375,401184.528201472
5924,1932,CA,USF,SRF,VANS CAMP,00000000,1932/10/05 00:00:00,,1,,,27.880877,,1,00200299,{AB838EDB-D448-4125-8854-4950FF5FE78C},1590.55520315215,200808.305296688
5925,1932,CA,USF,SRF,BEANS CAMP #1,00000000,1932/10/08 00:00:00,,1,,,6.9701748,,1,00200300,{F0865650-937F-4BC2-A8E8-CE2EDFAC3640},795.595427977378,50242.1036231115
5926,1932,CA,USF,SRF,SALAL SPRINGS #3,00000000,1932/10/08 00:00:00,,1,,,238.97792,,1,00200301,{288D2DE2-933C-4D6A-9B98-2E6934E51E6C},4651.52595508796,1717410.93268983
5927,1932,CA,USF,SRF,RED CAP,00000000,1932/10/09 00:00:00,,1,,,3.4852598,,1,00200302,{C1803106-7AEC-42D6-BDBC-E27BA2239E0E},559.789942781573,24873.3002888539
5928,1932,CA,USF,SRF,BEANS CAMP #2,00000000,1932/10/12 00:00:00,,1,,,3.4850914,,1,00200305,{F54B50D6-3C29-4896-9CC5-28D9535E055F},562.48531081827,25113.408287522
5929,1932,CA,USF,SRF,MILLS HILL,00000000,1932/07/05 00:00:00,,5,,,15.932737,,1,00300035,{B8D82B21-E59E-490F-BB52-D665A015978B},1193.91898969838,113144.380121127
5930,1932,CA,USF,SRF,SALYER DITCH #5,00000000,1932/08/24 00:00:00,,5,,,3.9831882,,1,00300053,{B0E383E3-ACD3-4F9D-9F71-72DDD19A4C2E},595.839866115661,28180.0795188369
5931,1932,CA,USF,SRF,CEDAR CREEK #1,00000000,1932/08/28 00:00:00,,5,,,169.28087,,1,00300055,{515BE54C-9CC7-45F9-8599-5FD882597631},3893.21444681994,1203095.0823404
5932,1932,CA,USF,SRF,CEDAR CREEK #3,00000000,1932/08/28 00:00:00,,5,,,18.919586,,1,00300057,{EBF8F0D1-42B3-4859-A075-FA59022068DE},1301.65264476109,134484.886031518
5933,1932,CA,USF,SRF,LANE RIDGE,00000000,1932/09/19 00:00:00,,9,,,8.9616547,,1,00300063,{ECD84217-C11F-4F04-98D2-E8A713D8BB23},893.318665038259,63342.6293465374
5934,1932,CA,USF,SRF,AMMON PRAIRIE,00000000,1932/10/02 00:00:00,,1,,,2.4895005,,1,00300067,{05077533-50C6-416A-A023-372881DA50BC},471.289224228589,17630.2386446747
5935,1932,CA,USF,SRF,JIM JAM,00000000,1932/10/03 00:00:00,,1,,,26.886673,,1,00300068,{D6F36230-8090-4BA7-B3DA-DD60E48543C6},1550.56930447141,190838.346686177
5936,1932,CA,USF,SRF,FRIDAY RIDGE,00000000,1932/10/06 00:00:00,,1,,,8.9616165,,1,00300070,{9124EA08-FFE8-4B58-90B8-8B18A9EDB2A7},893.978284419621,63436.205979127
5937,1932,CA,USF,SRF,SHADY CREEK,00000000,1932/10/06 00:00:00,,1,,,7.966248,,1,00300073,{A28629CB-5990-470A-AABE-009A78BDA373},845.457946665417,56737.1168653795
5938,1932,CA,USF,SRF,SHARBER #3,00000000,1932/10/06 00:00:00,,1,,,19.915621,,1,00300074,{8C23F565-8385-4F25-93E1-3C9977529092},1334.4273356757,141342.62700879
5939,1932,CA,USF,SRF,HORSE TRAIL RIDGE,00000000,1932/10/11 00:00:00,,1,,,2.9873676,,1,00300083,{3F416FEE-76B6-4653-B11D-F07050C8957C},518.424627686385,21333.1247459746
5940,1932,CA,USF,SRF,LITTLE ROUND MT. 1-3,00000000,1932/09/30 00:00:00,,5,,,150.56381,,1,00400614,{76C90B5E-43C8-431C-A16C-ABC49400AD97},3629.73279865557,1045761.09955227
5941,1932,CA,USF,SRF,DOUGLASS,00000000,1932/09/30 00:00:00,,5,,,18.82028,,1,00400615,{D6EBB253-42BB-41ED-9D15-0ED9117D40CA},1282.6986790832,130596.780142458
5942,1932,CA,USF,SRF,N/A,00000000,1932/09/08 00:00:00,,5,,,288.52103,,1,00000173,{976BB0BA-8C6E-4E80-89CC-3AEEFBA895D4},6481.70729336831,2113587.24469681
5943,1932,CA,USF,SRF,BEE LAKE,00000000,1932/09/29 00:00:00,,5,,,498.0769,,1,00200297,{0D8ACBF2-3868-45ED-BD79-01E69C8DA709},7580.01662659062,3573095.383096
5944,1935,CA,USF,KNF,CRAPO CREEK #2,00000000,1935/08/28 00:00:00,,1,,,66.003471,,1,00000144,{6280227B-4F70-47F0-8EDE-80C42FD2B9FF},2775.54214391779,473805.820637328
5945,1935,CA,USF,KNF,JILLSON MINE,00000000,1935/09/08 00:00:00,,3,,,92.139,,1,00000150,{B215F678-ED42-4302-B06F-A1BD4B000522},3258.59421199783,673179.779851057
5946,1935,CA,USF,KNF,SMITH MINE,00000000,1935/09/30 00:00:00,,7,,,13.948158,,1,00000162,{B77012F5-0D60-406A-91F2-5C3C74B301F4},1431.61973767846,101844.243138909
5947,1966,CA,CDF,TCU,MILTON,00000000,1966/06/18 00:00:00,,14,,,2678.1516,,1,00000053,{E63DE96D-01E9-4268-BE9D-97FB52D720AA},20094.9794703242,17506184.1931931
5948,1966,CA,CDF,BTU,PENTZ,00000000,1966/08/25 00:00:00,,14,,,1129.5725,,1,00000338,{04BF42A1-6220-4CF4-BCDC-D9754D152365},15123.594785107,7730015.96954738
5949,1966,CA,CDF,TCU,PODESTA,00000000,1966/10/18 00:00:00,,14,,,342.67291,,1,00000147,{E2222C25-B4A0-4648-84A6-6EB2DF74F1DE},5838.94938722407,2249072.78167897
5950,1966,CA,CDF,BTU,PROJ26/LANGENFELDER9,00000000,1966/11/03 00:00:00,,14,,,743.00031,,1,00000449,{DDC9AB4D-9686-4E62-8768-8086BE24C9EB},17190.7552463725,5082291.72733014
5951,1966,CA,CDF,SCU,STAR,00000000,1966/09/04 00:00:00,,14,,,712.56073,,1,00000195,{52604F55-C101-4E2A-900E-12A52A8ED0E2},10996.5593581027,4552251.96821794
5952,1966,CA,CDF,NEU,U. OF C. R. I.ESCAPE,00000000,1966/08/02 00:00:00,,14,,,168.5683,,1,00000049,{9BCCCA89-94E1-4725-AE45-26F645052A6B},4866.31616727839,1138945.66982522
5953,1966,CA,CDF,LNU,ZUMWALT,00000000,1966/06/15 00:00:00,,14,,,544.22174,,1,0000013B,{5E703AF7-F18B-4365-98BF-CAABA5BFEF13},8548.3766716602,3654900.92302219
5954,1966,CA,CDF,BTU,BIDWELL PARK,00000000,1966/06/11 00:00:00,,14,,,615.55719,,1,00000000,{6EA3DA43-C1AF-49A2-B793-684C7BF7C62A},7852.92420810043,4224328.10661617
5955,1966,CA,CDF,BTU,PROJECT 19,00000000,1966/08/25 00:00:00,,14,,,5724.9507,,1,00000000,{7D4C2E0B-4BF9-4774-B0FB-A347D2692DE1},37091.4846050562,39027572.720827
5956,1966,CA,CDF,MMU,DESMOND-GILL,00000000,1966/08/30 00:00:00,,14,,,616.12714,,1,00000111,{B621CC1B-AAE4-487F-9DCE-09630C38BC18},8778.86343419222,3926414.40377125
5957,1966,CA,CDF,FKU,DUDLEY,00000000,1966/06/16 00:00:00,,14,,,404.89813,,1,00000S69,{0DD782E4-4299-4601-82C4-8DCC5C9E347F},7297.32379879735,2551337.87709484
5958,1966,CA,CDF,TUU,GILL #2,00000000,1966/05/25 00:00:00,,14,,,359.43143,,1,00000045,{84577E40-346B-4A7E-97E6-AA3CA64E12F5},7023.86376634755,2245128.61963068
5959,1966,CA,CDF,MMU,WOLFSEN,00000000,1966/07/01 00:00:00,,14,,,1331.2406,,1,00000016,{8C0E4784-7F49-4AE2-B99E-5DE2375989E4},11833.9285379475,8482435.66349547
5960,1966,CA,CDF,MVU,CARLTON HILLS,00000000,1966/07/10 00:00:00,,14,,,329.45792,,1,00000168,{1C9EEA4A-25A9-40FF-A8F7-1A8AC661F23B},7132.05174788477,1894972.11071478
5961,1966,CA,CCO,VNC,SULPHUR MOUNTAIN,00000000,1966/09/01 00:00:00,,14,,,8.4404001,,1,00000000,{591E9FA2-5FB7-4FD0-8E6F-139F6B6E2B9A},946.017191548699,50316.0612080485
5962,1966,CA,CCO,KRN,COTTENWOOD CREEK,00000000,1966/07/23 00:00:00,,14,,,2127.2778,,1,00000263,{F2CEA3A8-B038-4917-91A8-995DEB88B75A},21637.0070801178,12976377.5974662
5963,1988,CA,CCO,MRN,RUBICON,00001417,1988/10/09 00:00:00,,14,,,207.1606,,1,00000049,{79188046-4A9A-4176-9F7C-6F9696139C78},5960.86560796751,1353861.84808507
5964,1988,CA,CCO,MRN,IDLEBERRY,00000877,1988/07/03 00:00:00,,14,,,110.894,,1,00000023,{0724CAD5-FFCF-4C52-82ED-094BD6CEEF03},4053.73356969461,724550.588219765
5965,1968,CA,CCO,MRN,"""D"" STREET",00000298,1968/07/16 00:00:00,,14,,,62.756866,,1,00000264,{2E378B8B-75CD-4073-82E8-76D22DB690C7},2550.3851282546,411906.453614752
5966,1957,CA,USF,SQF, ,00000000,,,9,,,216.20775,,1,00000020,{A6837EAF-4607-4282-BD26-DCE0250E9E78},6241.93727709088,1333288.10416954
5967,1957,CA,USF,SQF, ,00000000,,,9,,,379.16534,,1,00000032,{955C9EFD-A5FE-4802-9ADB-599E55D84488},6751.09336565014,2334576.83648029
5968,1957,CA,USF,SQF, ,00000000,,,9,,,42.073612,,1,00000002,{727CDB31-4598-409A-82F6-1F8720121550},2237.46982294776,256909.479287713
5969,1957,CA,USF,SQF, ,00000000,,,9,,,6.8243375,,1,00000001,{5C604E25-73DF-4B8B-AC2A-187E45A772C8},838.411348201932,43149.2917915509
5970,1957,CA,USF,SQF,CHARLEY CREEK,00000000,1957/08/13 00:00:00,,9,,,1563.9338,,1,00000028,{28C4DAC3-6847-47AB-85D8-270C4A68D024},17504.6818337257,9901215.58275637
5971,1957,CA,USF,CNF, ,00000000,,,9,,,332.84818,,1,00000083,{05689EE8-09E9-4ED0-882F-293F141412F2},9197.72380247588,1911261.45493766
5972,1957,CA,CDF,RRU,FIASCO,00000000,1957/06/18 00:00:00,,14,,,7309.9634,,1,00000053,{012387E0-DAFE-467B-8AF8-9BCF14472E1E},36799.3999163075,42914317.9542815
5973,1957,CA,USF,LPF,BOULDER CREEK,00000000,1957/08/22 00:00:00,,9,,,3734.0505,,1,00000016,{B347526C-5344-4BDD-ACE0-52F7664AF2DC},22085.2651742935,22267298.1601671
5974,1957,CA,CDF,LNU, ,00000000,,,14,,,324.49429,,1,00000000,{045BBB1E-FA26-47EF-BAD8-F679357F5DC7},5767.96678029455,2150887.18841946
5975,1957,NV,USF,TOI, ,00000000,1957/06/24 00:00:00,,8,,,283.89597,,1,00000007,{53A3F493-358C-458E-8ADB-F3EC8D9B055D},5548.06342852821,1905255.94498567
5976,1957,NV,USF,TOI, ,00000000,1957/07/29 00:00:00,,4,,,47.091496,,1,00000032,{B094F321-224E-4A48-8412-493E8745DFE7},2873.74153707028,309718.253701946
5977,1960,CA,USF,PNF, ,00000000,,,9,,,3720.2483,,1,00000098,{C969918C-B5EF-49DD-BAF9-E0CFD805C545},23864.4450803866,25681394.8193463
5978,1960,CA,USF,PNF, ,00000000,,,9,,,61.916859,,1,00000099,{644F0C58-9710-4C02-B2D5-90D4B35BE6C0},2903.64936155195,426402.822583933
5979,1960,CA,USF,PNF, ,00000000,,,9,,,136.23489,,1,00000007,{2FDB24D8-DA91-4B01-A7C0-6511C82ED26E},6695.87544606134,936194.478875614
5980,1960,CA,USF,PNF, ,00000000,,,1,,,146.45609,,1,00000097,{689B3155-F1DE-46DE-B3E0-F06E28454386},4737.18515129987,1005302.20398458
5981,1999,CA,CDF,MVU,LA JOLLA,00000000,1999/10/07 00:00:00,,5,,,7845.9399,,1,00000000,{1C8EBAFD-E74C-4173-A02E-496D73AC2957},39017.2798833711,45545925.0493416
5982,1932,CA,USF,STF,RED CLOUD,,1932/08/23 00:00:00,,7,20090305,320,325.84515,6,1,00000463,{5CAF8610-C25F-48BC-BC75-6EB3862B79A5},5970.75811397847,2112428.32383845
5983,1999,CA,USF,MDF,VALLEY,00000000,1999/08/23 00:00:00,,14,,,112.28934,,1,00000064,{41975962-630C-4497-A49B-9451E63E2470},8087.86842965321,814863.014622786
5984,2001,CA,CDF,TGU,FREEMAN,00002791,2001/05/30 00:00:00,,2,,,417.39761,,1,00000101,{16758BDE-16A5-460A-A12E-6F170F13F8D5},8801.91411318518,2876711.00320087
5985,2001,CA,CDF,TGU,RED BANK,00003255,2001/06/17 00:00:00,,10,,,442.09839,,1,00000126,{1778C84E-0E46-45F5-B95C-BC48505F444B},9001.75272911435,3059731.45944913
5986,2001,CA,CDF,TGU,HOG,00003132,2001/06/13 00:00:00,,2,,,343.73032,,1,00000121,{BCB163F9-C31B-42A2-B08B-F35182F44187},7618.08015398707,2389528.56069337
5987,2001,CA,CDF,AEU,WHITE,00005937,2001/05/02 00:00:00,,5,,,33.491177,,1,00000072,{D030022C-407C-466B-BFFA-7F8AEAB862D3},1856.79861965964,221833.345335231
5988,2001,CA,CDF,AEU,FALCON,00007991,2001/06/08 00:00:00,,2,,,33.359413,,1,00000133,{E8F6A8FC-25DF-4D5B-BCB9-CC2AC6238DC5},1939.22651542722,220924.729033002
5989,2001,CA,CDF,AEU,JACKSON,00008312,2001/06/13 00:00:00,,2,,,1670.7822,,1,00000151,{89356554-805D-430B-A769-D771F5B923A4},34713.5774300803,10982232.6776604
5990,2001,CA,CDF,AEU,FRENCH,00008688,2001/06/19 00:00:00,,2,,,66.669968,,1,00000175,{5BFB65EF-539E-48D6-9521-25F4FC8EDC9F},2689.81593657086,442519.867712688
5991,2001,CA,CDF,AEU,PAYEN,00009653,2001/07/05 00:00:00,,9,,,302.18735,,1,00000229,{95AFF0C8-0BD1-457B-A8D6-7B2FE7BC9089},8337.34893336783,2005906.77337206
5992,2001,CA,CDF,AEU,SILVA,00009732,2001/07/06 00:00:00,,14,,,80.421181,,1,00000236,{0CB2A8EA-10CB-481E-8659-3D2BC05FC89A},3739.06120958358,535003.516441496
5993,2001,CA,CDF,AEU,ETHEL,00009796,2001/07/07 00:00:00,,2,,,10.372719,,1,00000240,{A5D973EA-260C-48EC-A19F-CC1076022378},1400.07129357568,69020.2578795755
5994,2001,CA,CDF,AEU,HIGHWAY-16,00009735,2001/07/06 00:00:00,,2,,,546.54547,,1,00000550,{48DFA6B4-0E6A-4859-A52D-6A592BC22978},9669.82575661318,3612552.39417722
5995,2001,CA,CDF,AEU,HIGHWAY-88,00012703,2001/08/24 00:00:00,,7,,,15.098207,,1,00000461,{32825DC2-27DB-4EEC-9DDB-38F150251CA9},2098.1532112795,99420.7937716323
5996,1986,CA,CDF,SHU,TAMARACK,00003298,1986/08/27 00:00:00,,3,,,438.88919,,1,00000431,{469BEB94-E1BC-44B1-AD83-DF7DE801F312},9214.31984912916,3108316.5641392
5997,1986,CA,USF,PNF, ,00000000,1986/08/16 00:00:00,,1,,,29.546667,,1,00000111,{95E0901F-25BF-49E1-9EC1-FB27B9271B1E},1785.31304404059,205105.114198209
5998,1986,CA,USF,PNF, ,00000000,1986/08/10 00:00:00,,14,,,23.314905,,1,00000102,{4658370A-8F39-4088-8D34-AE15708EEAB9},1567.62911024884,161350.173043353
5999,1986,CA,USF,PNF, ,00000000,1986/08/16 00:00:00,,1,,,4.5579233,,1,00000147,{47D05DE5-4597-4ED9-BDFA-1A95643AA5C8},736.793129990285,31395.9791248158
6000,1986,CA,USF,INF, ,00000000,1986/08/13 00:00:00,,1,,,538.05359,,1,00000059,{68D48E61-619E-4A30-BA9E-B818E460580E},7766.8237106243,3503884.87501217
6001,1986,CA,USF,INF, ,00000000,1986/08/27 00:00:00,,1,,,40.121639,,1,00000073,{565FB8C6-717C-4509-B870-346B2381066D},2134.56053216173,260455.330646008
6002,1957,CA,CCO,LAC, ,00000000,1957/07/01 00:00:00,,14,,,380.63199,,1,00000000,{17FD7FBD-DF11-4F75-B171-853B423FAC8F},7102.9648610885,2268395.75973107
6003,1957,CA,CCO,LAC, ,00000000,1957/10/02 00:00:00,,14,,,72.92485,,1,00000000,{0A09D178-6C45-4CE3-B178-401F9EF3CBBD},3791.76211933912,434663.741024193
6004,1957,CA,CDF,MEU,HAYWORTH,00000000,1957/09/03 00:00:00,,14,,,400.34982,,1,00000149,{AF3B4C49-3DC3-4F61-9E77-274029BCD587},7354.55507567128,2722000.420876
6005,1957,CA,USF,MDF,GOLD DIGGER,00000000,1957/07/25 00:00:00,,1,,,408.23672,,1,00000043,{35E87425-7963-4A3D-8B5D-E9C0FF1F50E5},7038.51536568886,2972769.65204929
6006,1957,CA,USF,MDF,MILEPOST 40,00000000,1957/07/02 00:00:00,,9,,,12182.706,,1,00000056,{4302D7C2-EB1D-45E6-BD07-BC957EF37FA2},47883.0434614819,88682653.1578925
6007,1957,CA,USF,MDF,S. DEEP CREEK,00000000,1957/07/26 00:00:00,,1,,,5.6311407,,1,00000048,{5BA88BE4-5A94-45BD-96B4-A5D654FF225F},879.317026915818,40680.8813592116
6008,1957,CA,USF,MDF,DEAD HORSE,00000000,1957/09/12 00:00:00,,9,,,10.926172,,1,00000047,{A8DEC053-370C-4AA4-8771-BE5529699D7D},1250.11096593688,78015.5302956979
6009,1957,CA,USF,MDF,DEEP CR.,00000000,1957/06/26 00:00:00,,14,,,13.538248,,1,00000013,{358EE196-09FC-4579-A797-AA671BF979DE},1401.57684856833,96656.481807584
6010,1957,CA,USF,KNF,BOGUS ESCAPE,00000000,1957/09/24 00:00:00,,9,,,10738.072,,1,00000081,{F034CF58-7F26-499B-BA55-907D9B450E43},56103.1060254785,78632292.5688478
6011,1955,CA,USF,KNF,JACOBS LADDER,00000000,1955/06/10 00:00:00,,1,,,245.51614,,1,00000051,{58304AA4-A946-4705-8D06-1A966002F328},5659.58025315224,1778223.2483426
6012,1955,CA,USF,KNF,BLACK MTN,00000000,1955/06/10 00:00:00,,1,,,22.62339,,1,00000053,{45671F39-5B00-4A32-9017-BBBFE0DAD68F},1551.44221646369,163182.764195228
6013,1955,CA,USF,KNF,WEST FORK CLEAR,00000000,1955/06/10 00:00:00,,1,,,68.530655,,1,00000094,{6084EF9F-049C-4111-863B-72AB5BB235D3},2762.68923311423,498416.902842853
6014,1955,CA,USF,KNF,JUNIPER LODGE,00000000,1955/07/13 00:00:00,,4,,,11.667537,,1,00000106,{856FDF0D-04CD-4A23-BD40-53CEC0B94CC7},1091.08830342692,84914.8589975623
