OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,GlobalID,SHAPE_Length,SHAPE_Area
15588,1917,CA,USF,ANF,HASTINGS RANCH,00000000,,,14," S Imsand,  Arroyo, 1N 11W-7,18, N side Pasadena Glen-AFA 1911-1920 Trans map 1*",400,551.16278,,1,00000000,{9049E272-55F9-4744-84F3-24DEF943E6C1},6812.12409372987,3266950.75182608
15589,1912,CA,USF,ANF, ,00000000,,,14," S Imsand,  Arroyo, 2N 11W-27, N end N Fk Sta Anita Cyn-AFA 1911-1920 Trans map*",50,75.655174,,1,00000000,{E2856CF8-27D9-4AF5-8B83-64B26F57F0C6},2461.5646170914,449068.571877943
15590,1914,CA,USF,ANF, ,00000000,,,14," S Imsand, Baldy, Evey Canyon and E, ADDN to #493-AFA 1911-1920 Trans map 1:260*",1600,728.73315,,1,00000000,{4364DC84-8F29-4DDF-9333-EDC39B30FB01},10636.0746442181,4318922.29584769
15591,1914,CA,USF,ANF, ,00000000,,,14," S Imsand, Baldy, Evey Canyon and E, ADDN to #493-AFA 1911-1920 Trans map 1:260*",1600,293.24188,,1,00000000,{621EB88F-081E-4AEC-9A64-1995E6657203},5295.01964909932,1737677.80626008
15592,1919,CA,USF,ANF,BERRY FLAT,00000000,,,14," S Imsand, Baldy, 1N 9W-5,6,7,8, Garcia Canyon-AFA 1911-1920 Trans map 1:260100",450,477.08258,,1,00000000,{77E47D2F-C84D-425D-8D29-DB01710B9328},6291.87433608638,2828758.67522232
15593,1918,CA,USF,ANF,FISH CANYON,00000000,1918/10/01 00:00:00,,14," S Imsand, Baldy, 1N 10W-22,San Gabriel RiverNW of Azusa-AFA 1911-1920 Trans ma*",40,50.94083,,1,00000000,{3AE732C5-CB77-4641-8F6B-B78706DCF0DC},2043.16884173876,301788.090213322
15594,1928,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Valyermo, 3N 7W-14,15,21,22; Slover Cyn REDIGITIZED-AFA 1906-1930 cum *",946,946.1095,,1,00000000,{C04A3869-A970-417E-8EAC-055C880739A6},10780.1344242453,5629259.34355353
15595,1927,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Baldy, 2N 7W-8,9; San Antonio Falls & NE-AFA 1906-1930 cum map 1:126720",300,396.12122,,1,00000000,{21FE6EA2-9D91-43EF-A5A2-0AA63C9524E5},5863.67794251503,2353503.06616082
15596,1925,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Valyermo, 3N 7W-5,6,7; NE Table Mountain-AFA 1906-1930 cum map 1:126720",791,790.95673,,1,00000000,{13DAE779-8DED-4E4E-AC3C-EB13F7427A3E},18653.139626405,4710700.36006777
15597,1920,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Saugus, 5N 16W-1,2; NW San Fran'to Powerhouse-AFA 1911-1920 transp.map*",100,140.20003,,1,00000000,{630402BB-AC70-44C3-B5D7-6C747AFF5C3B},3440.20333577265,838278.15689632
15598,1920,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Saugus, 5N 17W-36+5N 16W-31;NEjnCastaic-Tapia-AFA 1911-1920 transp.map*",100,148.57721,,1,00000000,{32D99331-FA1C-4EBD-9BED-F6C24A069992},3672.98813780338,886977.011468545
15599,1920,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Saugus, 5N 14W-30;W side MintCyn, S of SleepyVal-AFA 1911-1920 transp.*",280,141.69832,,1,00000000,{7BC76E1A-07F3-4D75-B28E-57C3B1A2D04E},3816.47481895017,846149.762946788
15600,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand,near Saugus, 8N 18W-24; SE Quail Lake-AFA 1921-1930 transp.map 1:260100",40,42.809288,,1,00000000,{BFE008FD-284F-4CE2-896D-0B2B3699053F},1835.33499991147,257329.190864604
15601,1923,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 8N 17W-32; NW of Sandberg-AFA 1921-1930 transp.map 1:260100",50,86.710922,,1,00000000,{196EA518-7EB1-450D-82E1-3A6E9D2F600B},3088.22106790884,521061.907896919
15602,1926,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 8N 17W-32,33+7N 17W-4,5; NW of Sandberg-AFA 1921-1930 transp.*",475,489.33389,,1,00000000,{20CA80A9-A663-4F25-85BB-588C15B947FB},6910.16346078001,2940167.28814271
15603,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand,near Saugus,8N 16W-29,32; E side Pine Cyn N of 3Pts-AFA 1921-1930 tran*",160,152.0894,,1,00000000,{CA8F076E-3198-492F-81D7-1C6D96C98D01},3579.17387284814,913755.468792076
15604,1926,CA,USF,ANF, ,00000000,,,14,"S.Imsand,near Saugus,7N 15W-3; NW of Fairmont Reservoir-AFA 1921-1930 transp.ma*",45,55.654263,,1,00000000,{494DA20F-2856-441E-8A36-0296F37F6733},2135.00364709642,334170.308783203
15605,1927,CA,USF,ANF, ,00000000,,,14,"S.Imsand,near Saugus,7N 15W-22; W of Lake Hughes-AFA 1921-1930 transp.map 1:260*",95,93.658714,,1,00000000,{ED653E01-8CD8-4116-983F-A25CC0C134E5},2735.79075618874,561804.120576379
15606,1923,CA,USF,ANF,RIDGE,00000000,,,14,"S.Imsand, Saugus, ADDN to #1598-AFA 1921-1930 transp.map 1:260100",1650,1007.1899,,1,00000000,{F67E04E9-125C-4FD8-B62B-0712A5EA2B60},14008.9187606657,6022410.34447864
15607,1923,CA,USF,ANF,RIDGE,00000000,,,14,"S.Imsand, Saugus, ADDN to #1598-AFA 1921-1930 transp.map 1:260100",1650,100.7341,,1,00000000,{26069821-0746-46BD-995D-57A97E30F66A},3276.0471190824,602576.557010109
15608,1925,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 6N 14W-6+6N 15W-1.12,Grass Mountain Ridge-AFA 1921-1930 trans*",300,389.74359,,1,00000000,{E78A69ED-920C-43E6-A2B0-471FFED83D50},9949.51732172023,2335367.24918564
15609,1924,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 6N 14W-17,18, Spunky Cyn Saddle-AFA 1921-1930 transp.map 1:26*",160,143.76361,,1,00000000,{F054AC7B-A3C0-4B4C-AF16-756DFA5B6C7D},4181.58673266977,860898.840992243
15610,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 6N 14W-27,28, E end Bouquet Reservoir-AFA 1921-1930 transp.ma*",300,283.49173,,1,00000000,{DC2AA9D0-AAAB-4AB3-81B7-D859CE6FDE4E},4793.7307376775,1696645.10792288
15611,1928,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 6N 13W-30, S of Lincoln Crest-AFA 1921-1930 transp.map 1:2601*",146,106.35361,,1,00000000,{9149E762-C8E4-4606-AA36-639A532D1DF7},3178.21714192581,636427.889607287
15612,1924,CA,USF,ANF,BEE CANYON,00000000,1924/06/15 00:00:00,,14,"S.Imsand, Saugus, ADDN to #1681-AFA 1921-1930 transp.map 1:260100",1640,1033.4628,,1,00000000,{6DA348E8-A48B-4B01-B1E5-2734696E7719},18218.560931049,6181951.55780106
15613,1920,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 5N 16W-36, S of Red Mtn.-AFA 1911-1930 Saugus map 1:256400",105,105.01305,,1,00000000,{7E39E3AC-F0A7-4522-B745-7D3EB9A59FF8},3254.63959907328,628141.416437343
15614,1920,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 5N 14W-19,bet.VasquezCyn&SleepyValley-AFA 1911-1930 Saugus ma*",132,131.9879,,1,00000000,{236264E0-F7A4-4B94-BE9A-FC12155F4066},3485.5072938324,788479.912249576
15615,1920,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 5N 14W-19,30,Wside MintCyn,S of SleepyV-AFA 1911-30 Saugus+T *",160,194.03075,,1,00000000,{99B56246-68A7-4552-8667-1CE2BC70895F},4265.35838867831,1158943.24042151
15616,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 5N 15W-16,E DelSurRidge,2Mi.N TX C.jn-AFA 1911-30 Saugus+T ma*",100,206.18489,,1,00000000,{7596323E-CCAC-4A00-A475-BB75AC37D1B9},4272.50383607582,1232021.900256
15617,1953,CA,USF,ANF,?HOG?,00000000,1953/08/25 00:00:00,,14,"S.Imsand; Saugus,N jn RidgeRoute+FishCyn; map 2, 1:126720-Angeles Fire Atlas ta*",120,127.57473,,1,00000000,{52BF4066-E2DD-4FEE-83DF-A96C5ABC3AF0},4090.16539629656,763899.404037435
15618,1957,CA,USF,ANF,PARADISE,00000000,1957/06/17 00:00:00,,14,"S.Imsand; Saugus,Carlton E of Whitaker Peak; map 2, 1:126720-Angeles Fire Atlas*",210,282.1265,,1,00000000,{EB25AFFF-899A-41D1-B5CB-F2D4DA5DFEA6},5252.24695963154,1687687.08646556
15619,1956,CA,USF,ANF,?JOLLEY?,00000000,1956/06/25 00:00:00,,14,"S.Imsand; Saugus,Carlton E of Whitaker Peak; map 2, 1:126720-Angeles Fire Atlas*",445,377.10272,,1,00000000,{8263B007-063F-44E6-9CD0-982089ED2E34},6373.98285748002,2255820.4239746
15620,1959,CA,USF,ANF,?KING?,00000000,1959/03/21 00:00:00,,14," S.Imsand; Saugus,Devil Cyn off Piru Ck; map 2, 1:126720-Angeles Fire Atlas tab*",51,70.834969,,1,00000000,{1EFEFF3B-07BF-4FD2-9ABA-DE91508EA349},2557.48178029069,423239.229472159
15621,1951,CA,USF,ANF,LIMEKILN,00000000,1951/03/24 00:00:00,,14,"S.Imsand; Saugus,N fire of 2 near PacoimaDam map 2, 1:126720-Angeles Fire Atlas*",54,72.897598,,1,00000000,{1974FD75-A0A5-4E3C-9611-305866AD0A49},2805.39304850869,433652.224021432
15622,1951,CA,USF,ANF,BART,00000000,1951/07/24 00:00:00,,14,"S.Imsand; Saugus,S fire of 2 near PacoimaDam map 2, 1:126720-Angeles Fire Atlas*",42,54.425583,,1,00000000,{D1E40BBD-F402-4DC8-8063-056297938AC4},2909.36880327813,323517.69235463
15623,1957,CA,USF,ANF,GLEASON,00000000,1957/09/07 00:00:00,,14,"S.Imsand; Vallyermo,N side Mt.Gleason, map 2, 1:126720-Angeles Fire Atlas table*",5050,5948.688,,1,00000000,{5563E934-7EA0-4B8E-83BA-2AC7824B5061},25564.9438738016,35449874.8628471
15624,1958,CA,USF,ANF,BARE,00000000,1958/09/06 00:00:00,,14,"S.Imsand; Vallyermo,NW of Bare Mountain, map 2, 1:126720-Angeles Fire Atlas tab*",92,238.08041,,1,00000000,{EF5FB8E8-D06A-45D8-9B00-78727F605249},5198.82386010459,1419264.06887432
15625,1953,CA,USF,ANF,SULPHUR,00000000,1953/07/02 00:00:00,,14,"S.Imsand; Vallyermo,Sulphur Sp.to Pacifico, map 2, 1:126720-Angeles Fire Atlas *",32635,31708.982,,1,00000000,{59FCE3C4-A0B5-4910-AC71-37500C6409ED},72504.4222293863,188979521.221572
15626,1953,CA,USF,ANF,PINYON,00000000,1953/06/15 00:00:00,,14,"S.Imsand; Vallyermo,near Comfort on Pinyon R, map2,1:126720-Angeles Fire Atlas *",685,975.45691,,1,00000000,{BF6FE8ED-C1F5-40A4-8E8A-51377C6A1D5C},13289.2861743372,5815426.24062389
15627,1953,CA,USF,ANF,MADDOCK,00000000,1953/07/07 00:00:00,,14,"S.Imsand; Arroyo, Bradbury Cyn area, map2,1:126720-Angeles Fire Atlas table+map*",550,557.91315,,1,00000000,{147D1B95-A67F-4D64-8621-2CE8F7E2A0C2},11968.2630886055,3306091.20510301
15628,1957,CA,USF,ANF,MORRIS,00000000,1957/09/08 00:00:00,,14,"S.Imsand; Arroyo, W side Morris Reservoir, map2,1:126720-Angeles Fire Atlas tab*",2565,2788.7224,,1,00000000,{B073B3B6-FC09-48CD-BD4D-72353064BE84},20122.7382011544,16540693.4172433
15629,1952,CA,USF,ANF,SPINKS,00000000,1952/08/25 00:00:00,,14,"S.Imsand; Arroyo, E side Spinks Cyn, map2,1:126720-Angeles Fire Atlas table+map*",142,179.43419,,1,00000000,{776CC570-1FAC-4302-92D7-32A26940F29A},5974.10781785282,1063067.42765854
15630,1927,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 4N 15W-3, W of Big Oak CG, Bouquet Cyn-AFA 1921-1930 transp.m*",75,123.89613,,1,00000000,{8F613337-F07E-4557-85D6-881588ED8007},3150.47469792895,740794.22482616
15631,1923,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 5N 14W-31, N ofChaparral CG, Bouquet Cyn-AFA 1921-1930 transp*",200,224.25185,,1,00000000,{63CBD2AC-283F-4DE9-BE25-6E8E700D6C10},4503.2202550205,1341392.20663468
15632,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Tujunga, 4N 14W-18,19, S of Lang-AFA 1921-1930 transp.map 1:260100",250,136.67729,,1,00000000,{5F6DA9D7-E87D-498E-AFF0-9424B4A78E1E},3637.61671752819,814907.149758966
15633,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Tujunga, 4N 14W-17,20, SE of Lang-AFA 1921-1930 transp.map 1:260100",120,93.590775,,1,00000000,{FE848B5E-FB7D-456C-9459-026B26191C2B},2774.16875827078,558036.9554345
15634,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Tujunga, 4N 14W-17, SE of Lang-AFA 1921-1930 transp.map 1:260100",50,56.277729,,1,00000000,{2397A2A0-03C0-4FCB-9B0C-773A3E6FCA65},2143.86127790052,335565.650832466
15635,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Tujunga, 3N 15W-4, W end Placerita Cyn St&Co Pk-AFA 1921-1930 transp.*",160,129.61113,,1,00000000,{E89993CD-B00D-493E-B4ED-10AAAAD1221B},3409.49625242823,771871.256998493
15636,1923,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Tujunga, 2N 15W-1+3N 15W-36,W side Lopez Cyn-AFA 1921-1930 transp.map*",60,85.184258,,1,00000000,{E6E66483-FC14-482D-A2A8-1ABE741BF663},2651.04421554689,506295.163928992
15637,1924,CA,USF,ANF,MCELLVENEY,00000000,1924/01/19 00:00:00,,14,"S.Imsand, Tujunga, 3N 15-36,W side Sugarloaf-AFA 1921-1930 transp.map 1:260100",200,330.49973,,1,00000000,{A0D73A9F-60B6-41B2-A495-9516DA08AC0C},5378.07341787309,1965225.78585825
15638,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Tujunga, 3N 15-18,19, E side Grapevine Cyn-AFA 1921-1930 transp.map 1*",229,229.27109,,1,00000000,{62F081D7-FE78-413C-B720-9E858E05E9CC},4414.39236344968,1363996.31796228
15639,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Tujunga, 3N 15-12,13, N side Contract Pt.-AFA 1921-1930 transp.map 1:*",140,139.90482,,1,00000000,{5C9BBC0F-C418-4411-9522-193106E4AF55},3712.45577816551,832718.119648512
15640,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Tujunga, 3N 14-16,21, bet.Pole & Bear jn Soledad-AFA 1921-1930 transp*",90,90.032715,,1,00000000,{926062FF-A813-447C-8D7B-E0E5A3A80A9C},2727.79057502461,536752.713267713
15641,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Tujunga, 3N 14-16,21,22, W side BearCyn-AFA 1921-1930 transp.map 1:26*",88,87.84697,,1,00000000,{436F570D-7600-44F3-9FC2-BEAFCB2A9510},2712.37244148662,523710.702975884
15642,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Tujunga, 4N 13W-8, Young jn Soledad Cyn-AFA 1921-1930 transp.map 1:26*",423,422.63437,,1,00000000,{97D337E2-C3ED-4272-94BF-079D704CEA29},5819.56831326694,2520897.2815053
15643,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Tujunga, 4N 13W-10,15, W of Ravenna, N Soledad Cyn-AFA 1921-1930 tran*",79,78.903175,,1,00000000,{328A1234-D82B-46DF-89DD-01C5C43DDE81},2549.0027115245,470597.171677046
15644,1924,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 6,7N 16W, WarmsSpringsMtn to Sawmill+-AFA 1906-1930 AFA map 1*",24239,24239.025,,1,00000000,{1012B909-EA38-4BE8-BF33-FDB25BB5131C},75373.1466343796,145352776.723228
15645,1921,CA,USF,ANF, RUBY CYN,00000000,1921/08/24 00:00:00,,14,"S.Imsand, Saugus, 6N 15,16W,Ruby Cyn N along Tule Ridge+Cyn-AFA 1911-1930 Saugu*",8500,9048.3496,,1,00000000,{7D3C5593-6EF5-4D8A-91D4-E13015008472},39983.8279367332,54187065.6195432
15646,1924,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 6N 15W-12,NofSan FrancisquitoCyn,SofCAmine-AFA 1906-1930 cum+*",250,324.49243,,1,00000000,{DF4BA764-9CEF-4339-A20C-1F6F7F6FE782},6373.37398493628,1943573.41845012
15647,1924,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 6N 14W-18,NslopeJupiterMtnSofGreen Valley-AFA 1911-1930 Saugu*",1344,1344.3778,,1,00000000,{5ABB99CB-0C57-4204-9D8B-186C88785981},15401.1509067957,8050828.70108912
15648,1923,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 6N 14W-4,9, SE of Andrade Corner-AFA 1921-1930 Transp.map 1:2*",200,327.59473,,1,00000000,{2E2BA6E5-F9A8-4EB5-9EBA-780463E2C41E},6610.82297894177,1962703.6285447
15649,1927,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Saugus,5N 16W-11,12, W of Drinkwater Res-AFA 1906-1930 burn+T maps 1:1*",40,106.06754,,1,00000000,{A05655DA-92C2-463F-B3D4-8565B6751DA8},3254.73838068601,634053.0959519
15650,1927,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Saugus,5N 18W-4,5,8,9, N  of Bluepoint CG-AFA 1906-1930 burn map 1:126*",986,986.13245,,1,00000000,{9B02937B-BBF5-4EEB-B86A-391602F01D36},11931.2736283178,5896172.93399996
15651,1924,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Tujunga,3N 15W-36, W  of Lopez Cyn-AFA 1906-1930 cum map 1:126720",98,97.77301,,1,00000000,{662DA856-A7D1-4C28-A789-A4AA15AB5AF3},2948.00172985254,581201.35260334
15652,1922,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Saugus, 6N 14W-30,31, W side Bouquet,pos.1923#1601-AFA 1906-1930 cum m*",266,265.62762,,1,00000000,{3F531F68-51C7-432C-9E03-321E5F2FAEC0},5291.48450176583,1589423.13061926
15653,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Tujunga,3N 14W-31, W side Kagel Cyn-AFA 1906-1930 cum map 1:126720",24,23.824942,,1,00000000,{164DBB70-50F0-4099-892F-E4BCD9D38B39},1392.11624208482,141621.314232496
15654,1928,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Saugus, 6N 13W-30, SE Lincoln Crest-AFA 1906-1930 cum map 1:126720",133,133.3952,,1,00000000,{97F4CE78-200D-42F5-B3F5-5B51D3644A65},3408.50911351365,798372.245633684
15655,1922,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Saugus, 6N 13W-19,20,21,22-AFA 1906-30 cum+T maps 1:126720",1200,942.78912,,1,00000000,{A53ACF1B-6494-44FC-B76D-05DFCBFEBC5D},13944.3951953855,5643561.72264284
15656,1929,CA,USF,ANF, ,00000000,,,14,"S.Imsand,Arroyo, 2N 13W-34 + 1N 13W-3,W side Pickens Cyn-AFA 1906-1930 cum map *",156,155.84311,,1,00000000,{3B6A1627-811A-4A39-ACC5-9C7A47BDF914},4430.32167915084,925338.674318574
15657,1928,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Arroyo, 1N 11W-8,17,both sides Little StaAnita Cyn-AFA 1906-30 cum+T *",74,85.679321,,1,00000000,{91547571-4E9E-4265-BB4A-224D099D064A},3839.97608251805,507874.318746419
15658,1922,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Valyermo, 3N 9W-5,6,7,8 Mt. Williamson ADDN-AFA 1906-1930 cum map 1:1*",72,180.03731,,1,00000000,{3F0CBD43-4445-4A2C-AFB8-235F7844F85D},7278.9567179249,1071995.71629448
15659,1924,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Baldy, 3N 9W-20,29; Crystal Lake area-AFA 1906-1930 cum map 1:126720",43,43.269943,,1,00000000,{B95D78BB-45D4-41B2-9ED7-5BCA24B234B2},1957.1213752349,257368.142402253
15660,1927,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Baldy, 1N 8W-1; S of Stoddard Peak, ADDN-AFA 1906-1930 cum map 1:1267*",254,253.67296,,1,00000000,{FE27582A-78A7-4169-9A1B-D1452EDA3202},6860.15849997106,1504549.4486942
15661,1924,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Arroyo, 2N 10W-22; S side WestFkSanGabRiv-AFA 1906-1930 cum map 1:126*",65,64.552719,,1,00000000,{59A94B7F-C40E-4924-BA12-4B0CF217DD73},2369.35815587074,383205.225839732
15662,1932,CA,USF,ANF,NATIONAL FOREST INN,00000000,1932/10/14 00:00:00,,14,"S.Imsand,Saugus,Ridge Route 1926 map; related FID 184+NFI#2-AFA 1931-1940 table*",1225,1210.264,,1,00000000,{C96766EC-6A02-4ECC-909E-F5869D513ECB},14398.3867728646,7246339.10602396
15663,1938,CA,USF,ANF,WHITAKER PEAK,00000000,1938/11/17 00:00:00,,14,"S.Imsand, Saugus, Ridge Route towards Whitaker Peak-AFA 1931-1940 table+map 1:1*",47,45.106213,,1,00000000,{86C053D0-54BE-4890-8E4B-380B1626C98D},2608.67574293741,269911.159625385
15664,1935,CA,USF,ANF,SLOAN,00000000,1935/10/25 00:00:00,,14,"S.Imsand, near Saugus, Sof Loma Verde; 1926 map !:126720-AFA 1931-1940 table+ma*",746,708.79565,,1,00000000,{55D25316-0728-4AA0-B4EC-73A4A35DBB8B},10727.6332209952,4232010.06454402
15665,1936,CA,USF,ANF,LINCOLN CREST,00000000,1936/05/23 00:00:00,,14,"S.Imsand, Saugus, Sierra Pelona near Lincoln Crest-AFA 1931-1940 map 1:126720",11,58.796482,,1,00000000,{1944BAD8-FDCD-40CF-9C4C-EA323DD6E277},2561.56656838406,351931.56669347
15666,1936,CA,USF,ANF,CAHN,00000000,,,14,"S.Imsand, Saugus, S of Elizabeth Lake near Munz Ranch-AFA 1931-40 map 1:126720+*",25,17.044004,,1,00000000,{C5821541-513C-4A47-A6E8-912E05566154},1202.12233346162,102185.489307124
15667,1933,CA,USF,ANF,BOQUET DAM,00000000,1933/04/11 00:00:00,,14,"S.Imsand, Saugus, Bouquet Dam area near Jackson Ranch-AFA 1931-1940 table+map 1*",55,37.303459,,1,00000000,{002DB3B1-56F1-458B-8300-3BC5B8B56E5C},1787.68357993842,223234.325455955
15668,1938,CA,USF,ANF,SPADE,00000000,1938/06/23 00:00:00,,14,"S.Imsand, Saugus, between Mint Cyn & Spade Spr Cyn-AFA 1931-40 table+burn map1:*",48,31.628222,,1,00000000,{22FA24F8-CAA1-46B9-B5C6-D287BEE5F36B},2318.38212135718,188997.149241726
15669,1938,CA,USF,ANF,AGUA DULCE,00000000,1938/09/07 00:00:00,,14,"S.Imsand,near Tujunga, NW jn Agua Dulce&Soledad Cyn Rd-AFA 1931-1940 table+map *",57,78.443962,,1,00000000,{CCD9ECD1-970B-4617-A7F7-6BC965E31BE0},2647.81949149036,467892.233939744
15670,1936,CA,USF,ANF,BOUNDARY,00000000,1936/06/18 00:00:00,,14,"S.Imsand, Saugus, Bouquet Cyn near Forest boundary-AFA 1931-40 table+burn map1:*",20,23.70952,,1,00000000,{71AFBE72-88FC-48EE-8C6A-46CB26D21BEE},1574.75731137733,141613.85568943
15671,1936,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, San Francisquito Cyn near Powerhouse#2-AFA 1931-1940 map 1:12*",204,204.06966,,1,00000000,{EF15BCA8-9B60-4961-947A-2A53E6A0D9D1},4387.59766226111,1219933.47129966
15672,1937,CA,USF,ANF,PLUMMER,00000000,1937/08/11 00:00:00,,14,"S.Imsand, Valyermo, S from Caldwell Lk-AFA 1931-1940 table+map 1:126720",78,100.94493,,1,00000000,{A63F2F0A-B019-4168-9D03-5798C6DA8943},3810.07726728895,601563.256058785
15673,1936,CA,USF,ANF, ,00000000,,,14,"S.Imsand, SBNF ad Valyermo, W side Sheep Ck; 1933? 1940?-AFA 1931-1940 map 1:12*",10,10.404145,,1,00000000,{95A3E56D-D808-4513-BF4A-D7C6B1E0A4C3},905.727872879036,61964.1072842995
15674,1935,CA,USF,ANF,SAN ANTONIO CANYON,00000000,1935/09/16 00:00:00,,14,"S.Imsand, Baldy, from S.Antonio Dam to NE-AFA 1931-1940 table+map 1:126720",535.9,585.5799,,1,00000000,{B131B6E1-D4E7-45FB-B62C-C620570558D8},10376.6448642669,3470108.42858167
15675,1936,CA,USF,ANF,ULLMAN,00000000,1936/07/04 00:00:00,,14,"S.Imsand, Saugus,  6N 14W-4, SE of Andrade Corner,A version-AFA 1931-1940 table*",65,78.47197,,1,00000000,{98238BEB-DD5F-4615-95E8-B76518221AEE},2823.33920379014,470278.475319665
15676,1930,CA,USF,ANF,SUPERVISOR #4,00000000,,,14,"S.Imsand, Baldy,  1N 8W-13, San Antonio Dam area-AFA 1906-1930 Cum map 1:126720",37,36.727028,,1,00000000,{FFA4FAE1-6852-485F-A763-BC93744C873B},1772.69409891569,217628.399528866
15677,1930,CA,USF,ANF,SUPERVISOR #13,00000000,,,14,"S.Imsand, Valyermo,  3N 7W-10, Sheep Ck near Circle Mn-AFA 1906-1930 Cum+T maps*",110,145.83234,,1,00000000,{90567FA3-BDDF-449D-A1C8-6B16F1923164},3880.29532573262,868197.015424451
15678,1930,CA,USF,ANF,SUPERVISOR #18,00000000,,,14,"S.Imsand, Arroyo,  2N 12W-31, SE Gould Mesa-AFA 1906-1930 Cum map 1:126720",83,82.953827,,1,00000000,{23CCE4E3-2251-4F84-A3E5-8E96CBA5A8B0},3126.38470248867,492235.265998666
15679,1932,CA,USF,ANF,NATIONAL FOREST INN,00000000,1932/10/14 00:00:00,,14,"S.Imsand, Saugus, ADDN to editFID0-AFA 1931-1940 Transp.map 1:260100",1225,1075.5538,,1,00000000,{2DC40C9C-B9F0-4B05-9763-6498D1DC86D7},15607.3803669112,6437785.21518501
15680,1936,CA,USF,ANF,ULLMAN,00000000,1936/07/04 00:00:00,,14,"S.Imsand, Saugus,  6N 14W-4, SE of Andrade Corner,T version-AFA 1931-1940 Trans*",65,102.41284,,1,00000000,{7EC81FAB-F509-486D-8A79-FC4417E27DDD},3057.73336475033,613606.635876387
15681,1937,CA,USF,ANF,PIRU RIDGE,00000000,1937/06/20 00:00:00,,14,"S.Imsand, Saugus,  6N 18W-13, S of Frenchmans Flat-AFA table + 1931-8 Burn 1:12*",11,50.36013,,1,00000000,{F2D34E91-A077-4612-9358-265AC172C082},2134.57625715035,301576.05676958
15682,1931,CA,USF,ANF,PARADISE,00000000,1931/11/03 00:00:00,,14,"S.Imsand, Saugus,  6N 17W-33, N end Canton Cyn-AFA table + 1931-38 Burn 1:128320",24,11.165495,,1,00000000,{CB252F45-413A-4D54-BD5F-0BA4D29BE8F3},933.199890320738,66803.3474452321
